"","stand","ac_type","ac_type_long","updated_at"
"1554","D-3","D93","DC-9-32",2020-05-27 02:06:41
"1555","D-3","D9D","DC-9-41 Freighter",2020-05-27 02:06:41
"1556","D-3","D94","DC-9-41",2020-05-27 02:06:41
"1557","D-3","D95","DC-9-51",2020-05-27 02:06:41
"1558","D-3","D9C","DC-9-32 Freighter",2020-05-27 02:06:41
"1559","D-3","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:41
"1560","D-3","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:41
"1561","D-3","732","737-200",2020-05-27 02:06:41
"1562","D-3","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:41
"1563","D-3","D91","DC-9-10/15",2020-05-27 02:06:41
"1564","D-3","E70","EMB 170",2020-05-27 02:06:41
"1565","D-3","E75","EMB 175",2020-05-27 02:06:41
"1566","D-3","321","A321-100/200",2020-05-27 02:06:41
"1567","D-3","CR9","CRJ 900",2020-05-27 02:06:41
"1568","D-3","CR7","CRJ 700",2020-05-27 02:06:41
"1569","D-3","CR2","CRJ 200",2020-05-27 02:06:41
"1570","D-3","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:41
"1571","D-3","DF3","Falcon 50 / 900",2020-05-27 02:06:41
"1572","D-3","DFL","Falcon",2020-05-27 02:06:41
"1573","D-3","717","717",2020-05-27 02:06:41
"1574","D-3","73J","737-900 (winglets)",2020-05-27 02:06:41
"1575","D-3","73H","737-800 (winglets)",2020-05-27 02:06:41
"1576","D-3","736","737-600",2020-05-27 02:06:41
"1577","D-3","738","737-800",2020-05-27 02:06:41
"1578","D-3","739","737-900",2020-05-27 02:06:41
"1579","D-3","73G","737-700",2020-05-27 02:06:41
"1580","D-3","318","A318",2020-05-27 02:06:41
"1581","D-3","319","A319",2020-05-27 02:06:41
"1582","D-3","320","A320-100/200",2020-05-27 02:06:41
"1583","D-3","722","727-200",2020-05-27 02:06:41
"1584","D-3","73C","737-300 (winglets)",2020-05-27 02:06:41
"1585","D-3","73E","737-500 (winglets)",2020-05-27 02:06:42
"1586","D-3","DC3","DC-3",2020-05-27 02:06:42
"1587","D-3","733","737-300",2020-05-27 02:06:42
"1588","D-3","734","737-400",2020-05-27 02:06:42
"1589","D-3","735","737-500",2020-05-27 02:06:42
"1590","D-3","7M9","Boeing 737 MAX 9",2021-02-22 23:15:34
"1591","D-4","7M9","Boeing 737 MAX 9",2021-02-22 23:15:34
"1592","D-4","73J","737-900 (winglets)",2020-05-27 02:06:39
"1593","D-4","E7W","EMB 175 winglets",2021-05-29 23:15:16
"1594","D-4","M80","MD-80",2020-05-27 02:06:43
"1595","D-4","M81","MD-81",2020-05-27 02:06:43
"1596","D-4","M82","MD-82",2020-05-27 02:06:43
"1597","D-4","M83","MD-83",2020-05-27 02:06:43
"1598","D-4","M87","MD-87",2020-05-27 02:06:43
"1599","D-4","M88","MD-88",2020-05-27 02:06:43
"1600","D-4","M90","MD-90-30",2020-05-27 02:06:43
"1601","D-4","E90","EMB 190",2020-05-27 02:06:43
"1602","D-4","E95","EMB 195",2020-05-27 02:06:43
"1603","D-4","E75","EMB 175",2020-05-27 02:06:43
"1604","D-4","EM2","EMB 120 Brasilia",2020-05-27 02:06:43
"1605","D-4","D92","DC-9-21",2020-05-27 02:06:42
"1606","D-4","D93","DC-9-32",2020-05-27 02:06:42
"1607","D-4","D94","DC-9-41",2020-05-27 02:06:42
"1608","D-4","D95","DC-9-51",2020-05-27 02:06:42
"1609","D-4","D9C","DC-9-32 Freighter",2020-05-27 02:06:42
"1610","D-4","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:42
"1611","D-4","732","737-200",2020-05-27 02:06:42
"1612","D-4","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:42
"1613","D-4","D91","DC-9-10/15",2020-05-27 02:06:42
"1614","D-4","E70","EMB 170",2020-05-27 02:06:42
"1615","D-4","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:42
"1616","D-4","CR9","CRJ 900",2020-05-27 02:06:42
"1617","D-4","CR7","CRJ 700",2020-05-27 02:06:42
"1618","D-4","CR2","CRJ 200",2020-05-27 02:06:42
"1619","D-4","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:42
"1620","D-4","DF3","Falcon 50 / 900",2020-05-27 02:06:42
"1621","D-4","DFL","Falcon",2020-05-27 02:06:42
"1622","D-4","73H","737-800 (winglets)",2020-05-27 02:06:42
"1623","D-4","736","737-600",2020-05-27 02:06:42
"1624","D-4","73W","737-700 (winglets)",2020-05-27 02:06:42
"1625","D-4","738","737-800",2020-05-27 02:06:42
"1626","D-4","739","737-900",2020-05-27 02:06:42
"1627","D-4","319","A319",2020-05-27 02:06:42
"1628","D-4","73G","737-700",2020-05-27 02:06:42
"1629","D-4","321","A321-100/200",2020-05-27 02:06:42
"1630","D-4","318","A318",2020-05-27 02:06:42
"1631","D-4","320","A320-100/200",2020-05-27 02:06:42
"1632","D-4","722","727-200",2020-05-27 02:06:42
"1633","D-4","D9D","DC-9-41 Freighter",2020-05-27 02:06:42
"1634","D-4","73C","737-300 (winglets)",2020-05-27 02:06:42
"1635","D-4","73E","737-500 (winglets)",2020-05-27 02:06:42
"1636","D-4","DC3","DC-3",2020-05-27 02:06:42
"1637","D-4","733","737-300",2020-05-27 02:06:42
"1638","D-4","734","737-400",2020-05-27 02:06:42
"1639","D-4","735","737-500",2020-05-27 02:06:42
"1640","D-4","717","717",2020-05-27 02:06:42
"1641","D-4","32A","Airbus A320 Sharklets",2020-05-27 02:06:41
"1642","D-4","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1643","D-4","7M8","Boeing 737 MAX 8",2021-02-23 23:15:19
"1644","D-5","7M8","Boeing 737 MAX 8",2021-02-23 23:15:19
"1645","D-5","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1646","D-5","E7W","EMB 175 winglets",2021-05-29 23:15:16
"1647","D-5","E75","EMB 175",2020-05-27 02:06:43
"1648","D-5","73J","737-900 (winglets)",2020-05-27 02:06:42
"1649","D-5","73H","737-800 (winglets)",2020-05-27 02:06:42
"1650","D-5","73G","737-700",2020-05-27 02:06:42
"1651","D-5","736","737-600",2020-05-27 02:06:42
"1652","D-5","738","737-800",2020-05-27 02:06:42
"1653","D-5","739","737-900",2020-05-27 02:06:42
"1654","D-5","321","A321-100/200",2020-05-27 02:06:42
"1655","D-5","319","A319",2020-05-27 02:06:42
"1656","D-5","320","A320-100/200",2020-05-27 02:06:42
"1657","D-5","722","727-200",2020-05-27 02:06:42
"1658","D-5","73E","737-500 (winglets)",2020-05-27 02:06:42
"1659","D-5","733","737-300",2020-05-27 02:06:42
"1660","D-5","734","737-400",2020-05-27 02:06:42
"1661","D-5","735","737-500",2020-05-27 02:06:42
"1662","D-5","732","737-200",2020-05-27 02:06:42
"1663","D-5","E70","EMB 170",2020-05-27 02:06:42
"1664","D-5","CR9","CRJ 900",2020-05-27 02:06:42
"1665","D-5","CR7","CRJ 700",2020-05-27 02:06:42
"1666","D-5","CR2","CRJ 200",2020-05-27 02:06:42
"1667","D-5","73C","737-300 (winglets)",2020-05-27 02:06:42
"1668","D-5","73W","737-700 (winglets)",2020-05-27 02:06:42
"1669","D-5","73R","737-700 Combi",2020-05-27 02:06:41
"1670","D-5","7M9","Boeing 737 MAX 9",2021-02-22 23:15:34
"1671","D-7","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"1672","D-7","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1673","D-7","E7W","EMB 175 winglets",2021-05-29 23:15:16
"1674","D-7","73J","737-900 (winglets)",2020-05-27 02:06:42
"1675","D-7","73H","737-800 (winglets)",2020-05-27 02:06:42
"1676","D-7","73G","737-700",2020-05-27 02:06:42
"1677","D-7","736","737-600",2020-05-27 02:06:42
"1678","D-7","738","737-800",2020-05-27 02:06:42
"1679","D-7","739","737-900",2020-05-27 02:06:42
"1680","D-7","321","A321-100/200",2020-05-27 02:06:42
"1681","D-7","318","A318",2020-05-27 02:06:42
"1682","D-7","319","A319",2020-05-27 02:06:42
"1683","D-7","320","A320-100/200",2020-05-27 02:06:42
"1684","D-7","73C","737-300 (winglets)",2020-05-27 02:06:42
"1685","D-7","73E","737-500 (winglets)",2020-05-27 02:06:42
"1686","D-7","733","737-300",2020-05-27 02:06:42
"1687","D-7","734","737-400",2020-05-27 02:06:42
"1688","D-7","735","737-500",2020-05-27 02:06:42
"1689","D-7","732","737-200",2020-05-27 02:06:42
"1690","D-7","E70","EMB 170",2020-05-27 02:06:42
"1691","D-7","E75","EMB 175",2020-05-27 02:06:42
"1692","D-7","CR9","CRJ 900",2020-05-27 02:06:42
"1693","D-7","CR7","CRJ 700",2020-05-27 02:06:42
"1694","D-7","CR2","CRJ 200",2020-05-27 02:06:42
"1695","D-7","73W","737-700 (winglets)",2020-05-27 02:06:42
"1696","D-7","32A","Airbus A320 Sharklets",2020-05-27 02:06:41
"1697","D-7","75W","757-200 (winglets)",2020-05-27 02:06:41
"1698","D-7","7M8","Boeing 737 MAX 8",2021-02-23 23:15:20
"1699","D-8","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"1700","D-8","753","757-300",2020-05-27 02:06:39
"1701","D-8","M83","MD-83",2020-05-27 02:06:43
"1702","D-8","M87","MD-87",2020-05-27 02:06:43
"1703","D-8","M88","MD-88",2020-05-27 02:06:43
"1704","D-8","M90","MD-90-30",2020-05-27 02:06:43
"1705","D-8","E90","EMB 190",2020-05-27 02:06:43
"1706","D-8","E95","EMB 195",2020-05-27 02:06:43
"1707","D-8","EM2","EMB 120 Brasilia",2020-05-27 02:06:43
"1708","D-8","E7W","EMB 175 winglets",2021-05-29 23:15:16
"1709","D-8","M80","MD-80",2020-05-27 02:06:43
"1710","D-8","M81","MD-81",2020-05-27 02:06:43
"1711","D-8","M82","MD-82",2020-05-27 02:06:43
"1712","D-8","738","737-800",2020-05-27 02:06:42
"1713","D-8","318","A318",2020-05-27 02:06:42
"1714","D-8","739","737-900",2020-05-27 02:06:42
"1715","D-8","73G","737-700",2020-05-27 02:06:42
"1716","D-8","319","A319",2020-05-27 02:06:42
"1717","D-8","320","A320-100/200",2020-05-27 02:06:42
"1718","D-8","722","727-200",2020-05-27 02:06:42
"1719","D-8","D9C","DC-9-32 Freighter",2020-05-27 02:06:42
"1720","D-8","73C","737-300 (winglets)",2020-05-27 02:06:42
"1721","D-8","73E","737-500 (winglets)",2020-05-27 02:06:42
"1722","D-8","DC3","DC-3",2020-05-27 02:06:42
"1723","D-8","733","737-300",2020-05-27 02:06:42
"1724","D-8","734","737-400",2020-05-27 02:06:42
"1725","D-8","735","737-500",2020-05-27 02:06:42
"1726","D-8","717","717",2020-05-27 02:06:42
"1727","D-8","D92","DC-9-21",2020-05-27 02:06:42
"1728","D-8","D93","DC-9-32",2020-05-27 02:06:42
"1729","D-8","D94","DC-9-41",2020-05-27 02:06:42
"1730","D-8","D95","DC-9-51",2020-05-27 02:06:42
"1731","D-8","D9D","DC-9-41 Freighter",2020-05-27 02:06:42
"1732","D-8","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:42
"1733","D-8","732","737-200",2020-05-27 02:06:42
"1734","D-8","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:42
"1735","D-8","D91","DC-9-10/15",2020-05-27 02:06:42
"1736","D-8","E70","EMB 170",2020-05-27 02:06:42
"1737","D-8","E75","EMB 175",2020-05-27 02:06:42
"1738","D-8","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:42
"1739","D-8","73J","737-900 (winglets)",2020-05-27 02:06:42
"1740","D-8","321","A321-100/200",2020-05-27 02:06:41
"1741","D-8","CR9","CRJ 900",2020-05-27 02:06:42
"1742","D-8","CR7","CRJ 700",2020-05-27 02:06:42
"1743","D-8","CR2","CRJ 200",2020-05-27 02:06:42
"1744","D-8","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:42
"1745","D-8","DF3","Falcon 50 / 900",2020-05-27 02:06:42
"1746","D-8","DFL","Falcon",2020-05-27 02:06:42
"1747","D-8","73H","737-800 (winglets)",2020-05-27 02:06:42
"1748","D-8","736","737-600",2020-05-27 02:06:42
"1749","D-8","73W","737-700 (winglets)",2020-05-27 02:06:42
"1750","D-8","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1751","D-8","75W","757-200 (winglets)",2020-05-27 02:06:39
"1752","D-8","752","757-200",2020-05-27 02:06:39
"1753","D-8","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"1754","D-9","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"1755","D-9","753","757-300",2020-05-27 02:06:39
"1756","D-9","M80","MD-80",2020-05-27 02:06:43
"1757","D-9","M81","MD-81",2020-05-27 02:06:43
"1758","D-9","M82","MD-82",2020-05-27 02:06:43
"1759","D-9","M83","MD-83",2020-05-27 02:06:43
"1760","D-9","M87","MD-87",2020-05-27 02:06:43
"1761","D-9","M88","MD-88",2020-05-27 02:06:43
"1762","D-9","M90","MD-90-30",2020-05-27 02:06:43
"1763","D-9","E90","EMB 190",2020-05-27 02:06:43
"1764","D-9","E95","EMB 195",2020-05-27 02:06:43
"1765","D-9","EM2","EMB 120 Brasilia",2020-05-27 02:06:43
"1766","D-9","E7W","EMB 175 winglets",2021-05-29 23:15:17
"1767","D-9","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:42
"1768","D-9","DF3","Falcon 50 / 900",2020-05-27 02:06:42
"1769","D-9","DFL","Falcon",2020-05-27 02:06:42
"1770","D-9","73C","737-300 (winglets)",2020-05-27 02:06:42
"1771","D-9","73W","737-700 (winglets)",2020-05-27 02:06:42
"1772","D-9","73J","737-900 (winglets)",2020-05-27 02:06:42
"1773","D-9","73H","737-800 (winglets)",2020-05-27 02:06:42
"1774","D-9","73G","737-700",2020-05-27 02:06:42
"1775","D-9","736","737-600",2020-05-27 02:06:42
"1776","D-9","738","737-800",2020-05-27 02:06:42
"1777","D-9","739","737-900",2020-05-27 02:06:42
"1778","D-9","321","A321-100/200",2020-05-27 02:06:42
"1779","D-9","318","A318",2020-05-27 02:06:42
"1780","D-9","319","A319",2020-05-27 02:06:42
"1781","D-9","320","A320-100/200",2020-05-27 02:06:42
"1782","D-9","722","727-200",2020-05-27 02:06:42
"1783","D-9","D9C","DC-9-32 Freighter",2020-05-27 02:06:42
"1784","D-9","73E","737-500 (winglets)",2020-05-27 02:06:42
"1785","D-9","DC3","DC-3",2020-05-27 02:06:42
"1786","D-9","733","737-300",2020-05-27 02:06:42
"1787","D-9","734","737-400",2020-05-27 02:06:42
"1788","D-9","735","737-500",2020-05-27 02:06:42
"1789","D-9","717","717",2020-05-27 02:06:42
"1790","D-9","D92","DC-9-21",2020-05-27 02:06:42
"1791","D-9","D93","DC-9-32",2020-05-27 02:06:42
"1792","D-9","D94","DC-9-41",2020-05-27 02:06:42
"1793","D-9","D95","DC-9-51",2020-05-27 02:06:42
"1794","D-9","D9D","DC-9-41 Freighter",2020-05-27 02:06:42
"1795","D-9","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:42
"1796","D-9","732","737-200",2020-05-27 02:06:42
"1797","D-9","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:42
"1798","D-9","D91","DC-9-10/15",2020-05-27 02:06:42
"1799","D-9","E70","EMB 170",2020-05-27 02:06:42
"1800","D-9","E75","EMB 175",2020-05-27 02:06:42
"1801","D-9","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:42
"1802","D-9","CR9","CRJ 900",2020-05-27 02:06:42
"1803","D-9","CR7","CRJ 700",2020-05-27 02:06:42
"1804","D-9","CR2","CRJ 200",2020-05-27 02:06:42
"1805","D-9","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1806","D-9","75W","757-200 (winglets)",2020-05-27 02:06:39
"1807","D-9","752","757-200",2020-05-27 02:06:39
"1808","D-9","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"1809","DL-H1","77L","777-200LR",2020-05-27 02:06:42
"1810","DL-H1","77W","777-300ER",2020-05-27 02:06:42
"1811","DL-H1","345","A340-500",2020-05-27 02:06:42
"1812","DL-H1","346","A340-600",2020-05-27 02:06:42
"1813","DL-H1","358","A350-800",2020-05-27 02:06:42
"1814","DL-H1","I93","IL-96-300",2020-05-27 02:06:40
"1815","DL-H1","M11","MD-11",2020-05-27 02:06:40
"1816","DL-H1","M80","MD-80",2020-05-27 02:06:40
"1817","DL-H1","M81","MD-81",2020-05-27 02:06:40
"1818","DL-H1","M82","MD-82",2020-05-27 02:06:40
"1819","DL-H1","M83","MD-83",2020-05-27 02:06:40
"1820","DL-H1","M87","MD-87",2020-05-27 02:06:40
"1821","DL-H1","M88","MD-88",2020-05-27 02:06:40
"1822","DL-H1","M90","MD-90-30",2020-05-27 02:06:40
"1823","DL-H1","E90","EMB 190",2020-05-27 02:06:40
"1824","DL-H1","E95","EMB 195",2020-05-27 02:06:40
"1825","DL-H1","E75","EMB 175",2020-05-27 02:06:40
"1826","DL-H1","EM2","EMB 120 Brasilia",2020-05-27 02:06:40
"1827","DL-H1","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"1828","DL-H1","7M8","Boeing 737 MAX 8",2021-02-23 23:15:19
"1829","DL-H1","339","Airbus A330-900",2020-05-27 02:06:42
"1830","DL-H1","35L","Airbus A350-900",NA
"1831","DL-H1","359","A350-900",2020-05-27 02:06:42
"1832","DL-H1","772","777-200",2020-05-27 02:06:42
"1833","DL-H1","773","777-300",2020-05-27 02:06:42
"1834","DL-H1","332","A330-200",2020-05-27 02:06:42
"1835","DL-H1","342","A340-200",2020-05-27 02:06:42
"1836","DL-H1","343","A340-300",2020-05-27 02:06:42
"1837","DL-H1","788","787-8",2020-05-27 02:06:42
"1838","DL-H1","789","787-9",2020-05-27 02:06:42
"1839","DL-H1","742","747-200",2020-05-27 02:06:42
"1840","DL-H1","743","747-300",2020-05-27 02:06:42
"1841","DL-H1","76W","767-300 (winglets)",2020-05-27 02:06:42
"1842","DL-H1","333","A330-300",2020-05-27 02:06:42
"1843","DL-H1","D94","DC-9-41",2020-05-27 02:06:42
"1844","DL-H1","717","717",2020-05-27 02:06:42
"1845","DL-H1","D92","DC-9-21",2020-05-27 02:06:42
"1846","DL-H1","D93","DC-9-32",2020-05-27 02:06:42
"1847","DL-H1","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:42
"1848","DL-H1","D95","DC-9-51",2020-05-27 02:06:42
"1849","DL-H1","732","737-200",2020-05-27 02:06:42
"1850","DL-H1","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:42
"1851","DL-H1","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:42
"1852","DL-H1","D91","DC-9-10/15",2020-05-27 02:06:42
"1853","DL-H1","E70","EMB 170",2020-05-27 02:06:42
"1854","DL-H1","75W","757-200 (winglets)",2020-05-27 02:06:42
"1855","DL-H1","CR9","CRJ 900",2020-05-27 02:06:42
"1856","DL-H1","CR7","CRJ 700",2020-05-27 02:06:42
"1857","DL-H1","CR2","CRJ 200",2020-05-27 02:06:42
"1858","DL-H1","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:42
"1859","DL-H1","DF3","Falcon 50 / 900",2020-05-27 02:06:42
"1860","DL-H1","DFL","Falcon",2020-05-27 02:06:42
"1861","DL-H1","764","767-400",2020-05-27 02:06:42
"1862","DL-H1","D1C","DC-10-30/40",2020-05-27 02:06:42
"1863","DL-H1","762","767-200",2020-05-27 02:06:42
"1864","DL-H1","763","767-300",2020-05-27 02:06:42
"1865","DL-H1","D11","DC-10-10/15",2020-05-27 02:06:42
"1866","DL-H1","312","A310-200",2020-05-27 02:06:42
"1867","DL-H1","313","A310-300",2020-05-27 02:06:42
"1868","DL-H1","75Z","757-300 (winglets)",2020-05-27 02:06:42
"1869","DL-H1","752","757-200",2020-05-27 02:06:42
"1870","DL-H1","753","757-300",2020-05-27 02:06:42
"1871","DL-H1","DC6","DC6A/B",2020-05-27 02:06:42
"1872","DL-H1","73H","737-800 (winglets)",2020-05-27 02:06:42
"1873","DL-H1","73J","737-900 (winglets)",2020-05-27 02:06:42
"1874","DL-H1","73W","737-700 (winglets)",2020-05-27 02:06:42
"1875","DL-H1","736","737-600",2020-05-27 02:06:42
"1876","DL-H1","738","737-800",2020-05-27 02:06:42
"1877","DL-H1","739","737-900",2020-05-27 02:06:42
"1878","DL-H1","73G","737-700",2020-05-27 02:06:42
"1879","DL-H1","321","A321-100/200",2020-05-27 02:06:42
"1880","DL-H1","744","747-400",2020-05-27 02:06:42
"1881","DL-H1","318","A318",2020-05-27 02:06:42
"1882","DL-H1","319","A319",2020-05-27 02:06:42
"1883","DL-H1","320","A320-100/200",2020-05-27 02:06:42
"1884","DL-H1","722","727-200",2020-05-27 02:06:42
"1885","DL-H1","73C","737-300 (winglets)",2020-05-27 02:06:42
"1886","DL-H1","73E","737-500 (winglets)",2020-05-27 02:06:42
"1887","DL-H1","DC3","DC-3",2020-05-27 02:06:42
"1888","DL-H1","733","737-300",2020-05-27 02:06:42
"1889","DL-H1","734","737-400",2020-05-27 02:06:42
"1890","DL-H1","735","737-500",2020-05-27 02:06:42
"1891","DL-H2","763","767-300",2020-05-27 02:06:42
"1892","DL-H2","D11","DC-10-10/15",2020-05-27 02:06:42
"1893","DL-H2","312","A310-200",2020-05-27 02:06:42
"1894","DL-H2","313","A310-300",2020-05-27 02:06:42
"1895","DL-H2","75W","757-200 (winglets)",2020-05-27 02:06:42
"1896","DL-H2","I93","IL-96-300",2020-05-27 02:06:40
"1897","DL-H2","M11","MD-11",2020-05-27 02:06:40
"1898","DL-H2","M80","MD-80",2020-05-27 02:06:40
"1899","DL-H2","M81","MD-81",2020-05-27 02:06:40
"1900","DL-H2","M82","MD-82",2020-05-27 02:06:40
"1901","DL-H2","M83","MD-83",2020-05-27 02:06:40
"1902","DL-H2","M87","MD-87",2020-05-27 02:06:40
"1903","DL-H2","M88","MD-88",2020-05-27 02:06:40
"1904","DL-H2","M90","MD-90-30",2020-05-27 02:06:40
"1905","DL-H2","E90","EMB 190",2020-05-27 02:06:40
"1906","DL-H2","E95","EMB 195",2020-05-27 02:06:40
"1907","DL-H2","E75","EMB 175",2020-05-27 02:06:40
"1908","DL-H2","EM2","EMB 120 Brasilia",2020-05-27 02:06:40
"1909","DL-H2","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"1910","DL-H2","7M8","Boeing 737 MAX 8",2021-02-23 23:15:20
"1911","DL-H2","339","Airbus A330-900",2020-05-27 02:06:42
"1912","DL-H2","75Z","757-300 (winglets)",2020-05-27 02:06:42
"1913","DL-H2","752","757-200",2020-05-27 02:06:42
"1914","DL-H2","753","757-300",2020-05-27 02:06:42
"1915","DL-H2","DC6","DC6A/B",2020-05-27 02:06:42
"1916","DL-H2","73H","737-800 (winglets)",2020-05-27 02:06:42
"1917","DL-H2","73J","737-900 (winglets)",2020-05-27 02:06:42
"1918","DL-H2","73W","737-700 (winglets)",2020-05-27 02:06:42
"1919","DL-H2","736","737-600",2020-05-27 02:06:42
"1920","DL-H2","738","737-800",2020-05-27 02:06:42
"1921","DL-H2","739","737-900",2020-05-27 02:06:42
"1922","DL-H2","73G","737-700",2020-05-27 02:06:42
"1923","DL-H2","321","A321-100/200",2020-05-27 02:06:42
"1924","DL-H2","318","A318",2020-05-27 02:06:42
"1925","DL-H2","319","A319",2020-05-27 02:06:42
"1926","DL-H2","320","A320-100/200",2020-05-27 02:06:42
"1927","DL-H2","722","727-200",2020-05-27 02:06:42
"1928","DL-H2","73C","737-300 (winglets)",2020-05-27 02:06:42
"1929","DL-H2","73E","737-500 (winglets)",2020-05-27 02:06:42
"1930","DL-H2","DC3","DC-3",2020-05-27 02:06:42
"1931","DL-H2","733","737-300",2020-05-27 02:06:42
"1932","DL-H2","734","737-400",2020-05-27 02:06:42
"1933","DL-H2","735","737-500",2020-05-27 02:06:42
"1934","DL-H2","717","717",2020-05-27 02:06:42
"1935","DL-H2","D92","DC-9-21",2020-05-27 02:06:42
"1936","DL-H2","D93","DC-9-32",2020-05-27 02:06:42
"1937","DL-H2","D94","DC-9-41",2020-05-27 02:06:42
"1938","DL-H2","D95","DC-9-51",2020-05-27 02:06:42
"1939","DL-H2","732","737-200",2020-05-27 02:06:42
"1940","DL-H2","35L","Airbus A350-900",NA
"1941","DL-H2","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:42
"1942","DL-H2","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:42
"1943","DL-H2","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:42
"1944","DL-H2","D91","DC-9-10/15",2020-05-27 02:06:42
"1945","DL-H2","E70","EMB 170",2020-05-27 02:06:42
"1946","DL-H2","744","747-400",2020-05-27 02:06:42
"1947","DL-H2","CR9","CRJ 900",2020-05-27 02:06:42
"1948","DL-H2","CR7","CRJ 700",2020-05-27 02:06:42
"1949","DL-H2","CR2","CRJ 200",2020-05-27 02:06:42
"1950","DL-H2","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:42
"1951","DL-H2","DF3","Falcon 50 / 900",2020-05-27 02:06:42
